index,line_nos,transcript_file,audio_file,transcript,tokens
line 38 corpus_12.txt,line 38,corpus_12.txt,200703-071311_yor_7f4_elicit_37.wav,O ò gbọ́dọ̀ nàgà jù . ## Never reach too far .,"[14, 32, 6, 1, 41, 3, 41, 13, 26, 6, 26, 9, 34, 13, 4, 21, 4, 17, 17, 4, 0, 2, 7, 19, 14, 14, 5, 0, 17]"
line 39 corpus_12.txt,line 39,corpus_12.txt,200703-071311_yor_7f4_elicit_38.wav,"Bóo bá tẹ̀ sẹ́gbẹ̀ẹ́ kan jù lórí àkàbà , ẹsẹ̀ rẹ lè yẹ̀ , wàá sì bára ẹ nílẹ̀ . ## If you lean too far while on a ladder , it is easy to lose your balance and fall .","[1, 33, 14, 1, 27, 19, 40, 18, 40, 6, 1, 40, 40, 10, 0, 13, 9, 34, 11, 33, 17, 31, 26, 10, 26, 1, 26, 40, 18, 40, 17, 40, 11, 28, 24, 40, 22, 26, 27, 18, 30, 1, 27, 17, 0, 40, 13, 31, 11, 40, 8, 5, 24, 14, 20, 11, 4, 0, 13, 19, 14, 14, 5, 0, 17, 22, 7, 8, 11, 4, 14, 13, 0, 11, 0, 3, 3, 4, 17, 8, 19, 8, 18, 4, 0, 18, 24, 19, 14, 11, 14, 18, 4, 24, 14, 20, 17, 1, 0, 11, 0, 13, 2, 4, 0, 13, 3, 5, 0, 11, 11]"
line 40 corpus_12.txt,line 40,corpus_12.txt,200703-071311_yor_7f4_elicit_39.wav,"Dípò wíwu ara rẹ léwu , gbé àkàbà sún mọ́ ibẹ̀ , kódà bó bá jẹ́ pé iṣẹ́ náà á wá gba àkókò púpọ̀ sí i . ## Rather than risk injury , move the ladder , even if it means taking longer to do the job .","[3, 31, 15, 32, 22, 31, 22, 20, 0, 17, 0, 17, 40, 11, 29, 22, 20, 6, 1, 29, 26, 10, 26, 1, 26, 18, 35, 13, 12, 41, 8, 1, 40, 10, 33, 3, 26, 1, 33, 1, 27, 9, 40, 15, 29, 8, 39, 40, 13, 27, 26, 27, 22, 27, 6, 1, 0, 26, 10, 33, 10, 32, 15, 35, 15, 41, 18, 31, 8, 17, 0, 19, 7, 4, 17, 19, 7, 0, 13, 17, 8, 18, 10, 8, 13, 9, 20, 17, 24, 12, 14, 21, 4, 19, 7, 4, 11, 0, 3, 3, 4, 17, 4, 21, 4, 13, 8, 5, 8, 19, 12, 4, 0, 13, 18, 19, 0, 10, 8, 13, 6, 11, 14, 13, 6, 4, 17, 19, 14, 3, 14, 19, 7, 4, 9, 14, 1]"
line 41 corpus_12.txt,line 41,corpus_12.txt,200703-071311_yor_7f4_elicit_40.wav,"Nígbà tóo bá ń gun àkàbà , ọ̀ọ́kán tààrà ni kóo máa wò . ## When climbing , look straight ahead .","[13, 31, 6, 1, 26, 19, 33, 14, 1, 27, 36, 6, 20, 13, 26, 10, 26, 1, 26, 41, 41, 10, 27, 13, 19, 26, 26, 17, 26, 13, 8, 10, 33, 14, 12, 27, 0, 22, 32, 22, 7, 4, 13, 2, 11, 8, 12, 1, 8, 13, 6, 11, 14, 14, 10, 18, 19, 17, 0, 8, 6, 7, 19, 0, 7, 4, 0, 3]"
line 42 corpus_12.txt,line 42,corpus_12.txt,200703-071311_yor_7f4_elicit_41.wav,"Pẹ̀lú gbogbo bóo ṣe kíyè sára tó , ewu ò ní ṣàìsí nígbàkigbà tóo bá ń lo àkàbà . ## Whatever precautions you take , there will always be dangers when you use a ladder .","[15, 40, 11, 35, 6, 1, 14, 6, 1, 14, 1, 33, 14, 39, 4, 10, 31, 24, 28, 18, 27, 17, 0, 19, 33, 4, 22, 20, 32, 13, 31, 39, 26, 30, 18, 31, 13, 31, 6, 1, 26, 10, 8, 6, 1, 26, 19, 33, 14, 1, 27, 36, 11, 14, 26, 10, 26, 1, 26, 22, 7, 0, 19, 4, 21, 4, 17, 15, 17, 4, 2, 0, 20, 19, 8, 14, 13, 18, 24, 14, 20, 19, 0, 10, 4, 19, 7, 4, 17, 4, 22, 8, 11, 11, 0, 11, 22, 0, 24, 18, 1, 4, 3, 0, 13, 6, 4, 17, 18, 22, 7, 4, 13, 24, 14, 20, 20, 18, 4, 0, 11, 0, 3, 3, 4, 17]"
line 43 corpus_12.txt,line 43,corpus_12.txt,200703-071311_yor_7f4_elicit_42.wav,Àmọ́ wàá dín irú ewu bẹ́ẹ̀ kù tóo bá lo àbá wọ̀nyí . ## Perhaps you can minimize them with the help of these suggestions .,"[26, 12, 41, 22, 26, 27, 3, 31, 13, 8, 17, 35, 4, 22, 20, 1, 40, 40, 10, 34, 19, 33, 14, 1, 27, 11, 14, 26, 1, 27, 22, 41, 13, 24, 31, 15, 4, 17, 7, 0, 15, 18, 24, 14, 20, 2, 0, 13, 12, 8, 13, 8, 12, 8, 25, 4, 19, 7, 4, 12, 22, 8, 19, 7, 19, 7, 4, 7, 4, 11, 15, 14, 5, 19, 7, 4, 18, 4, 18, 20, 6, 6, 4, 18, 19, 8, 14, 13, 18]"
line 44 corpus_12.txt,line 44,corpus_12.txt,200703-071311_yor_7f4_elicit_43.wav,Àwọn ló ran Paul lọ́wọ́ . ## They helped Paul .,"[26, 22, 41, 13, 11, 33, 17, 0, 13, 15, 0, 20, 11, 11, 41, 22, 41, 19, 7, 4, 24, 7, 4, 11, 15, 4, 3, 15, 0, 20, 11]"
line 45 corpus_12.txt,line 45,corpus_12.txt,200703-071311_yor_7f4_elicit_44.wav,"Nítorí pé ó lo àbá wọ̀nyí , kò fara pa nígbà tó ń pààrọ̀ gílóòbù iná tó wà lóde ilé ẹ̀ . ## By following them , he safely put the new bulb in the outside light fixture .","[13, 31, 19, 14, 17, 31, 15, 29, 33, 11, 14, 26, 1, 27, 22, 41, 13, 24, 31, 10, 32, 5, 0, 17, 0, 15, 0, 13, 31, 6, 1, 26, 19, 33, 36, 15, 26, 26, 17, 41, 6, 31, 11, 33, 32, 1, 34, 8, 13, 27, 19, 33, 22, 26, 11, 33, 3, 4, 8, 11, 29, 40, 1, 24, 5, 14, 11, 11, 14, 22, 8, 13, 6, 19, 7, 4, 12, 7, 4, 18, 0, 5, 4, 11, 24, 15, 20, 19, 19, 7, 4, 13, 4, 22, 1, 20, 11, 1, 8, 13, 19, 7, 4, 14, 20, 19, 18, 8, 3, 4, 11, 8, 6, 7, 19, 5, 8, 23, 19, 20, 17, 4]"
line 46 corpus_12.txt,line 46,corpus_12.txt,200703-071311_yor_7f4_elicit_45.wav,Àwọn fèrèsé tó fẹ́ nù ńkọ́ ? ## And the window cleaning ?,"[26, 22, 41, 13, 5, 28, 17, 28, 18, 29, 19, 33, 5, 40, 13, 34, 36, 10, 41, 0, 13, 3, 19, 7, 4, 22, 8, 13, 3, 14, 22, 2, 11, 4, 0, 13, 8, 13, 6]"
line 47 corpus_12.txt,line 47,corpus_12.txt,200703-071311_yor_7f4_elicit_46.wav,"Tóò , ìyẹn di ọjọ́ míì . . . ọjọ́ọre ! ## Well , he would do that another time . . . perhaps !","[19, 33, 32, 30, 24, 40, 13, 3, 8, 41, 9, 41, 12, 31, 30, 41, 9, 41, 41, 17, 4, 22, 4, 11, 11, 7, 4, 22, 14, 20, 11, 3, 3, 14, 19, 7, 0, 19, 0, 13, 14, 19, 7, 4, 17, 19, 8, 12, 4, 15, 4, 17, 7, 0, 15, 18]"
line 48 corpus_12.txt,line 48,corpus_12.txt,200703-071311_yor_7f4_elicit_47.wav,"[ Àwọn àwòrán tó wà ní ojú ìwé 22 , 23 ] ## [ Pictures on page 22 , 23 ]","[26, 22, 41, 13, 26, 22, 32, 17, 27, 13, 19, 33, 22, 26, 13, 31, 14, 9, 35, 30, 22, 29, 15, 8, 2, 19, 20, 17, 4, 18, 14, 13, 15, 0, 6, 4]"
line 49 corpus_12.txt,line 49,corpus_12.txt,200703-071311_yor_7f4_elicit_48.wav,1 Lo àkàbà tó yẹ ## 1 Get the correct ladder,"[11, 14, 26, 10, 26, 1, 26, 19, 33, 24, 40, 6, 4, 19, 19, 7, 4, 2, 14, 17, 17, 4, 2, 19, 11, 0, 3, 3, 4, 17]"
line 50 corpus_12.txt,line 50,corpus_12.txt,200703-071311_yor_7f4_elicit_49.wav,2 Yẹ àkàbà rẹ wò dáadáa ## 2 Check your ladder carefully,"[24, 40, 26, 10, 26, 1, 26, 17, 40, 22, 32, 3, 27, 0, 3, 27, 0, 2, 7, 4, 2, 10, 24, 14, 20, 17, 11, 0, 3, 3, 4, 17, 2, 0, 17, 4, 5, 20, 11, 11, 24]"
line 1 corpus9.txt,line 1,corpus9.txt,200701-154400_yor_7f4_elicit_0.wav,"Kàkà kí iga akàn ó padà sẹhìn, a kán. ## Rather than bend backwards, the crab's claws will break.","[10, 26, 10, 26, 10, 31, 8, 6, 0, 0, 10, 26, 13, 33, 15, 0, 3, 26, 18, 40, 7, 30, 13, 0, 10, 27, 13, 17, 0, 19, 7, 4, 17, 19, 7, 0, 13, 1, 4, 13, 3, 1, 0, 2, 10, 22, 0, 17, 3, 18, 19, 7, 4, 2, 17, 0, 1, 18, 2, 11, 0, 22, 18, 22, 8, 11, 11, 1, 17, 4, 0, 10]"
line 2 corpus9.txt,line 2,corpus9.txt,200701-154400_yor_7f4_elicit_1.wav,"Kàkà kí kìnìún ṣe akápò ẹkùn, ọlọ́dẹ a mú ọdẹ ẹ̀ ṣe. ## Rather than the lion serving as carrier for the leopard, each will hunt separately.","[10, 26, 10, 26, 10, 31, 10, 30, 13, 30, 35, 13, 39, 4, 0, 10, 27, 15, 32, 40, 10, 34, 13, 41, 11, 41, 3, 40, 0, 12, 35, 41, 3, 40, 40, 39, 4, 17, 0, 19, 7, 4, 17, 19, 7, 0, 13, 19, 7, 4, 11, 8, 14, 13, 18, 4, 17, 21, 8, 13, 6, 0, 18, 2, 0, 17, 17, 8, 4, 17, 5, 14, 17, 19, 7, 4, 11, 4, 14, 15, 0, 17, 3, 4, 0, 2, 7, 22, 8, 11, 11, 7, 20, 13, 19, 18, 4, 15, 0, 17, 0, 19, 4, 11, 24]"
line 3 corpus9.txt,line 3,corpus9.txt,200701-154400_yor_7f4_elicit_2.wav,Kékeré lọ̀pọ̀lọ́ fi ga ju ilẹ̀ lọ. ## The toad is only slightly taller than the earth.,"[10, 29, 10, 4, 17, 29, 11, 41, 15, 41, 11, 41, 5, 8, 6, 0, 9, 20, 8, 11, 40, 11, 41, 19, 7, 4, 19, 14, 0, 3, 8, 18, 14, 13, 11, 24, 18, 11, 8, 6, 7, 19, 11, 24, 19, 0, 11, 11, 4, 17, 19, 7, 0, 13, 19, 7, 4, 4, 0, 17, 19, 7]"
line 4 corpus9.txt,line 4,corpus9.txt,200701-154400_yor_7f4_elicit_3.wav,Kí ẹrú mọ ara ẹ̀ lẹ́rú; kí ìwọ̀fà mọ ara ẹ̀ níwọ̀fà; kí ọmọlúwàbí mọ ara ẹ̀ lẹ́rú Ọlọ́run ọba. ## Let the slave know him/herself as a slave; let the pawn know him/herself as a pawn; let the well born person know him/herself as the child of God.,"[10, 31, 40, 17, 35, 12, 41, 0, 17, 0, 40, 11, 40, 17, 35, 10, 31, 30, 22, 41, 5, 26, 12, 41, 0, 17, 0, 40, 13, 31, 22, 41, 5, 26, 10, 31, 41, 12, 41, 11, 35, 22, 26, 1, 31, 12, 41, 0, 17, 0, 40, 11, 40, 17, 35, 41, 11, 41, 17, 20, 13, 41, 1, 0, 11, 4, 19, 19, 7, 4, 18, 11, 0, 21, 4, 10, 13, 14, 22, 7, 8, 12, 7, 4, 17, 18, 4, 11, 5, 0, 18, 0, 18, 11, 0, 21, 4, 11, 4, 19, 19, 7, 4, 15, 0, 22, 13, 10, 13, 14, 22, 7, 8, 12, 7, 4, 17, 18, 4, 11, 5, 0, 18, 0, 15, 0, 22, 13, 11, 4, 19, 19, 7, 4, 22, 4, 11, 11, 1, 14, 17, 13, 15, 4, 17, 18, 14, 13, 10, 13, 14, 22, 7, 8, 12, 7, 4, 17, 18, 4, 11, 5, 0, 18, 19, 7, 4, 2, 7, 8, 11, 3, 14, 5, 6, 14, 3]"
line 5 corpus9.txt,line 5,corpus9.txt,200701-154400_yor_7f4_elicit_4.wav,Kì í dọwọ́-ọ baba kó ló di ọwọ́ ọmọ. ## Responsibility does not devolve on the father only for him to say it is his son's duty.,"[10, 30, 31, 3, 41, 22, 41, 41, 1, 0, 1, 0, 10, 33, 11, 33, 3, 8, 41, 22, 41, 41, 12, 41, 17, 4, 18, 15, 14, 13, 18, 8, 1, 8, 11, 8, 19, 24, 3, 14, 4, 18, 13, 14, 19, 3, 4, 21, 14, 11, 21, 4, 14, 13, 19, 7, 4, 5, 0, 19, 7, 4, 17, 14, 13, 11, 24, 5, 14, 17, 7, 8, 12, 19, 14, 18, 0, 24, 8, 19, 8, 18, 7, 8, 18, 18, 14, 13, 18, 3, 20, 19, 24]"
line 6 corpus9.txt,line 6,corpus9.txt,200701-154400_yor_7f4_elicit_5.wav,Kí ni àǹfàníi kẹ̀tẹ̀kẹ̀tẹ̀ lára kẹ́tẹ́kẹ́tẹ́ à-gùn-fẹsẹ̀-wọ́lẹ̀? ## What is the point of bragging on account of an ass which when one rides on it one's feet drag on the ground?,"[10, 31, 13, 8, 26, 37, 5, 26, 13, 31, 8, 10, 40, 19, 40, 10, 40, 19, 40, 11, 27, 17, 0, 10, 40, 19, 40, 10, 40, 19, 40, 26, 6, 34, 13, 5, 40, 18, 40, 22, 41, 11, 40, 22, 7, 0, 19, 8, 18, 19, 7, 4, 15, 14, 8, 13, 19, 14, 5, 1, 17, 0, 6, 6, 8, 13, 6, 14, 13, 0, 2, 2, 14, 20, 13, 19, 14, 5, 0, 13, 0, 18, 18, 22, 7, 8, 2, 7, 22, 7, 4, 13, 14, 13, 4, 17, 8, 3, 4, 18, 14, 13, 8, 19, 14, 13, 4, 18, 5, 4, 4, 19, 3, 17, 0, 6, 14, 13, 19, 7, 4, 6, 17, 14, 20, 13, 3]"
line 7 corpus9.txt,line 7,corpus9.txt,200701-154400_yor_7f4_elicit_6.wav,Kí ni apárí ńwá ní ìsọ̀ onígbàjámọ̀? ## What does a bald man want in the stall of the barber?,"[10, 31, 13, 8, 0, 15, 27, 17, 31, 36, 22, 27, 13, 31, 30, 18, 41, 14, 13, 31, 6, 1, 26, 9, 27, 12, 41, 22, 7, 0, 19, 3, 14, 4, 18, 0, 1, 0, 11, 3, 12, 0, 13, 22, 0, 13, 19, 8, 13, 19, 7, 4, 18, 19, 0, 11, 11, 14, 5, 19, 7, 4, 1, 0, 17, 1, 4, 17]"
line 8 corpus9.txt,line 8,corpus9.txt,200701-154400_yor_7f4_elicit_7.wav,Kí ni Dáàró ní kó tó sọ pé olè-é kó òun? ## What did Dáàró own before he claimed he was robbed?,"[10, 31, 13, 8, 3, 27, 26, 17, 33, 13, 31, 10, 33, 19, 33, 18, 41, 15, 29, 14, 11, 28, 29, 10, 33, 32, 20, 13, 22, 7, 0, 19, 3, 8, 3, 3, 27, 26, 17, 33, 14, 22, 13, 1, 4, 5, 14, 17, 4, 7, 4, 2, 11, 0, 8, 12, 4, 3, 7, 4, 22, 0, 18, 17, 14, 1, 1, 4, 3]"
line 9 corpus9.txt,line 9,corpus9.txt,200701-154400_yor_7f4_elicit_8.wav,Kí ni eléwé-e-gbégbé ńtà tí ó ńsọ pé ọjà ò tà? ## What is it that the seller of gbégbé leaves has to sell that she complains that the market is slow?,"[10, 31, 13, 8, 4, 11, 29, 22, 29, 4, 6, 1, 29, 6, 1, 29, 36, 19, 26, 19, 31, 33, 36, 18, 41, 15, 29, 41, 9, 26, 32, 19, 26, 22, 7, 0, 19, 8, 18, 8, 19, 19, 7, 0, 19, 19, 7, 4, 18, 4, 11, 11, 4, 17, 14, 5, 6, 1, 29, 6, 1, 29, 11, 4, 0, 21, 4, 18, 7, 0, 18, 19, 14, 18, 4, 11, 11, 19, 7, 0, 19, 18, 7, 4, 2, 14, 12, 15, 11, 0, 8, 13, 18, 19, 7, 0, 19, 19, 7, 4, 12, 0, 17, 10, 4, 19, 8, 18, 18, 11, 14, 22]"
line 10 corpus9.txt,line 10,corpus9.txt,200701-154400_yor_7f4_elicit_9.wav,Kí ni ìbá mú igún dé ọ̀dọ̀-ọ onídìrí? ## What would take the vulture to the stall of the hair dresser?,"[10, 31, 13, 8, 30, 1, 27, 12, 35, 8, 6, 35, 13, 3, 29, 41, 3, 41, 41, 14, 13, 31, 3, 30, 17, 31, 22, 7, 0, 19, 22, 14, 20, 11, 3, 19, 0, 10, 4, 19, 7, 4, 21, 20, 11, 19, 20, 17, 4, 19, 14, 19, 7, 4, 18, 19, 0, 11, 11, 14, 5, 19, 7, 4, 7, 0, 8, 17, 3, 17, 4, 18, 18, 4, 17]"
line 11 corpus9.txt,line 11,corpus9.txt,200701-154400_yor_7f4_elicit_10.wav,"Kí ni ó yá àpọ́n lórí tó fiṣu síná tó ńsúfèé pé “bí a ti ńṣe ni inú ḿbí wọn”? ## What has the bachelor to feel superior about, such that while he is roasting yams he is whistling the song, “What one does fills them with jealousy”?","[10, 31, 13, 8, 33, 24, 27, 26, 15, 41, 13, 11, 33, 17, 31, 19, 33, 5, 8, 39, 20, 18, 31, 13, 27, 19, 33, 36, 18, 35, 5, 28, 29, 15, 29, 1, 31, 0, 19, 8, 36, 39, 4, 13, 8, 8, 13, 35, 38, 1, 31, 22, 41, 13, 22, 7, 0, 19, 7, 0, 18, 19, 7, 4, 1, 0, 2, 7, 4, 11, 14, 17, 19, 14, 5, 4, 4, 11, 18, 20, 15, 4, 17, 8, 14, 17, 0, 1, 14, 20, 19, 18, 20, 2, 7, 19, 7, 0, 19, 22, 7, 8, 11, 4, 7, 4, 8, 18, 17, 14, 0, 18, 19, 8, 13, 6, 24, 0, 12, 18, 7, 4, 8, 18, 22, 7, 8, 18, 19, 11, 8, 13, 6, 19, 7, 4, 18, 14, 13, 6, 22, 7, 0, 19, 14, 13, 4, 3, 14, 4, 18, 5, 8, 11, 11, 18, 19, 7, 4, 12, 22, 8, 19, 7, 9, 4, 0, 11, 14, 20, 18, 24]"
line 12 corpus9.txt,line 12,corpus9.txt,200701-154400_yor_7f4_elicit_11.wav,Kí ni onígbá ńṣe tí aláwo ò lè ṣe? ## What is the calabash owner doing that the china plate owner cannot do?,"[10, 31, 13, 8, 14, 13, 31, 6, 1, 27, 36, 39, 4, 19, 31, 0, 11, 27, 22, 14, 32, 11, 28, 39, 4, 22, 7, 0, 19, 8, 18, 19, 7, 4, 2, 0, 11, 0, 1, 0, 18, 7, 14, 22, 13, 4, 17, 3, 14, 8, 13, 6, 19, 7, 0, 19, 19, 7, 4, 2, 7, 8, 13, 0, 15, 11, 0, 19, 4, 14, 22, 13, 4, 17, 2, 0, 13, 13, 14, 19, 3, 14]"
line 13 corpus9.txt,line 13,corpus9.txt,200701-154400_yor_7f4_elicit_12.wav,Kí ni orí ńṣe tí èjìká ò lè ṣe? Èjìká ru ẹrù ó gba ọ̀ọ́dúnrún; orí ta tiẹ̀ ní ogúnlúgba. ## What can the head do that the shoulder cannot do? The shoulder carried a load and earned three hundred cowries; the head sold its own for two hundred and twenty cowries.,"[10, 31, 13, 8, 14, 17, 31, 36, 39, 4, 19, 31, 28, 9, 30, 10, 27, 32, 11, 28, 39, 4, 28, 9, 30, 10, 27, 17, 20, 40, 17, 34, 33, 6, 1, 0, 41, 41, 3, 35, 13, 17, 35, 13, 14, 17, 31, 19, 0, 19, 8, 40, 13, 31, 14, 6, 35, 13, 11, 35, 6, 1, 0, 22, 7, 0, 19, 2, 0, 13, 19, 7, 4, 7, 4, 0, 3, 3, 14, 19, 7, 0, 19, 19, 7, 4, 18, 7, 14, 20, 11, 3, 4, 17, 2, 0, 13, 13, 14, 19, 3, 14, 19, 7, 4, 18, 7, 14, 20, 11, 3, 4, 17, 2, 0, 17, 17, 8, 4, 3, 0, 11, 14, 0, 3, 0, 13, 3, 4, 0, 17, 13, 4, 3, 19, 7, 17, 4, 4, 7, 20, 13, 3, 17, 4, 3, 2, 14, 22, 17, 8, 4, 18, 19, 7, 4, 7, 4, 0, 3, 18, 14, 11, 3, 8, 19, 18, 14, 22, 13, 5, 14, 17, 19, 22, 14, 7, 20, 13, 3, 17, 4, 3, 0, 13, 3, 19, 22, 4, 13, 19, 24, 2, 14, 22, 17, 8, 4, 18]"
line 14 corpus9.txt,line 14,corpus9.txt,200701-154400_yor_7f4_elicit_13.wav,Kí ni wọ́n ti ńṣe Àmọ́dù nÍlọrin? Ewúrẹ́ ńjẹ́ bẹ́ẹ̀. ## What use do the people of Ilorin have for Ahmadu? Even goats are so named.,"[10, 31, 13, 8, 22, 41, 13, 19, 8, 36, 39, 4, 26, 12, 41, 3, 34, 13, 31, 11, 41, 17, 8, 13, 4, 22, 35, 17, 40, 36, 9, 40, 1, 40, 40, 22, 7, 0, 19, 20, 18, 4, 3, 14, 19, 7, 4, 15, 4, 14, 15, 11, 4, 14, 5, 8, 11, 14, 17, 8, 13, 7, 0, 21, 4, 5, 14, 17, 0, 7, 12, 0, 3, 20, 4, 21, 4, 13, 6, 14, 0, 19, 18, 0, 17, 4, 18, 14, 13, 0, 12, 4, 3]"
line 15 corpus9.txt,line 15,corpus9.txt,200701-154400_yor_7f4_elicit_14.wav,Kíjìpá laṣọ ọ̀lẹ; òfì laṣọ àgbà; àgbà tí ò ní tòfì a rọ́jú ra kíjìpá. ## Durable hand-woven cloth is the material for shiftless people; loom-woven cloth is the material for the elders; whichever elder cannot afford loom-woven cloth should strive for durable hand-woven cloth.,"[10, 31, 9, 30, 15, 27, 11, 0, 39, 41, 41, 11, 40, 32, 5, 30, 11, 0, 39, 41, 26, 6, 1, 26, 26, 6, 1, 26, 19, 31, 32, 13, 31, 19, 32, 5, 30, 0, 17, 41, 9, 35, 17, 0, 10, 31, 9, 30, 15, 27, 3, 20, 17, 0, 1, 11, 4, 7, 0, 13, 3, 22, 14, 21, 4, 13, 2, 11, 14, 19, 7, 8, 18, 19, 7, 4, 12, 0, 19, 4, 17, 8, 0, 11, 5, 14, 17, 18, 7, 8, 5, 19, 11, 4, 18, 18, 15, 4, 14, 15, 11, 4, 11, 14, 14, 12, 22, 14, 21, 4, 13, 2, 11, 14, 19, 7, 8, 18, 19, 7, 4, 12, 0, 19, 4, 17, 8, 0, 11, 5, 14, 17, 19, 7, 4, 4, 11, 3, 4, 17, 18, 22, 7, 8, 2, 7, 4, 21, 4, 17, 4, 11, 3, 4, 17, 2, 0, 13, 13, 14, 19, 0, 5, 5, 14, 17, 3, 11, 14, 14, 12, 22, 14, 21, 4, 13, 2, 11, 14, 19, 7, 18, 7, 14, 20, 11, 3, 18, 19, 17, 8, 21, 4, 5, 14, 17, 3, 20, 17, 0, 1, 11, 4, 7, 0, 13, 3, 22, 14, 21, 4, 13, 2, 11, 14, 19, 7]"
line 16 corpus9.txt,line 16,corpus9.txt,200701-154400_yor_7f4_elicit_15.wav,"Kò rà, kò lówó lọ́wọ́, ó ńwú tutu níwájú onítumpulu. ## He does not buy, he has no money, yet he sits sulkily before the seller of bean fritters.","[10, 32, 17, 26, 10, 32, 11, 33, 22, 33, 11, 41, 22, 41, 33, 36, 22, 35, 19, 20, 19, 20, 13, 31, 22, 27, 9, 35, 14, 13, 31, 19, 20, 12, 15, 20, 11, 20, 7, 4, 3, 14, 4, 18, 13, 14, 19, 1, 20, 24, 7, 4, 7, 0, 18, 13, 14, 12, 14, 13, 4, 24, 24, 4, 19, 7, 4, 18, 8, 19, 18, 18, 20, 11, 10, 8, 11, 24, 1, 4, 5, 14, 17, 4, 19, 7, 4, 18, 4, 11, 11, 4, 17, 14, 5, 1, 4, 0, 13, 5, 17, 8, 19, 19, 4, 17, 18]"
line 17 corpus9.txt,line 17,corpus9.txt,200701-154400_yor_7f4_elicit_16.wav,Kò sí ẹni tó dùn mọ́ àfi orí ẹni. ## There is no one pleased “by one's success” except one's head.,"[10, 32, 18, 31, 40, 13, 8, 19, 33, 3, 34, 13, 12, 41, 26, 5, 8, 14, 17, 31, 40, 13, 8, 19, 7, 4, 17, 4, 8, 18, 13, 14, 14, 13, 4, 15, 11, 4, 0, 18, 4, 3, 1, 24, 14, 13, 4, 18, 18, 20, 2, 2, 4, 18, 18, 4, 23, 2, 4, 15, 19, 14, 13, 4, 18, 7, 4, 0, 3]"
line 18 corpus9.txt,line 18,corpus9.txt,200701-154400_yor_7f4_elicit_17.wav,Kò sí mi lájọ àjọ ò kún: ara ẹ̀ ló tàn jẹ. ## Without-me-in-an-assembly-the-assembly-is-not-complete deceives only himself/herself.,"[10, 32, 18, 31, 12, 8, 11, 27, 9, 41, 26, 9, 41, 32, 10, 35, 13, 0, 17, 0, 40, 11, 33, 19, 26, 13, 9, 40, 22, 8, 19, 7, 14, 20, 19, 12, 4, 8, 13, 0, 13, 0, 18, 18, 4, 12, 1, 11, 24, 19, 7, 4, 0, 18, 18, 4, 12, 1, 11, 24, 8, 18, 13, 14, 19, 2, 14, 12, 15, 11, 4, 19, 4, 3, 4, 2, 4, 8, 21, 4, 18, 14, 13, 11, 24, 7, 8, 12, 18, 4, 11, 5, 7, 4, 17, 18, 4, 11, 5]"
line 19 corpus9.txt,line 19,corpus9.txt,200701-154400_yor_7f4_elicit_18.wav,Kò sí ohun tí Ṣàngó lè ṣe kó jà lẹ́ẹ̀rùn. ## There is nothing Ṣango can do to enable itself to rage in a drought.,"[10, 32, 18, 31, 14, 7, 20, 13, 19, 31, 39, 26, 13, 6, 33, 11, 28, 39, 4, 10, 33, 9, 26, 11, 40, 40, 17, 34, 13, 19, 7, 4, 17, 4, 8, 18, 13, 14, 19, 7, 8, 13, 6, 39, 0, 13, 6, 14, 2, 0, 13, 3, 14, 19, 14, 4, 13, 0, 1, 11, 4, 8, 19, 18, 4, 11, 5, 19, 14, 17, 0, 6, 4, 8, 13, 0, 3, 17, 14, 20, 6, 7, 19]"
line 20 corpus9.txt,line 20,corpus9.txt,200701-154400_yor_7f4_elicit_19.wav,Kò-sí-nílé kì í jagun ẹnu tì. ## He-was-not-at-home never fails to prove his valor with his mouth.,"[10, 32, 18, 31, 13, 31, 11, 29, 10, 30, 31, 9, 0, 6, 20, 13, 40, 13, 20, 19, 30, 7, 4, 22, 0, 18, 13, 14, 19, 0, 19, 7, 14, 12, 4, 13, 4, 21, 4, 17, 5, 0, 8, 11, 18, 19, 14, 15, 17, 14, 21, 4, 7, 8, 18, 21, 0, 11, 14, 17, 22, 8, 19, 7, 7, 8, 18, 12, 14, 20, 19, 7]"
line 21 corpus9.txt,line 21,corpus9.txt,200701-154400_yor_7f4_elicit_20.wav,Kó-tán-kó-tán lajá ńlá omi. ## Swiftly-consumed-swiftly-consumed is the way a dog laps up water.,"[10, 33, 19, 27, 13, 10, 33, 19, 27, 13, 11, 0, 9, 27, 36, 11, 27, 14, 12, 8, 18, 22, 8, 5, 19, 11, 24, 2, 14, 13, 18, 20, 12, 4, 3, 18, 22, 8, 5, 19, 11, 24, 2, 14, 13, 18, 20, 12, 4, 3, 8, 18, 19, 7, 4, 22, 0, 24, 0, 3, 14, 6, 11, 0, 15, 18, 20, 15, 22, 0, 19, 4, 17]"
